0.000000,1,176,138,1
0.000100,1,136,200,1
0.000101,1,104,145,0
0.000185,1,108,95,1
0.000773,1,148,219,1
0.001435,1,142,145,0
0.001583,1,67,124,1
0.001652,1,68,102,1
0.001681,1,111,199,0
0.001895,1,137,201,1
0.001895,1,123,201,0
0.002155,1,124,76,1
0.002156,1,69,76,0
0.002295,1,66,104,1
0.002437,1,79,218,1
0.002446,1,114,220,1
0.002542,1,90,164,0
0.003127,1,89,85,1
0.003369,1,140,164,1
0.003387,1,124,61,0
0.003434,1,69,169,1
0.003572,1,182,196,0
0.004125,1,64,125,1
0.004126,1,175,125,1
0.004256,1,88,144,0
0.004480,1,68,172,1
0.004503,1,162,188,1
0.005083,1,175,134,0
0.005137,1,133,105,1
0.005413,1,301,0,1
0.005451,1,85,219,1
0.005728,1,67,154,1
0.005825,1,185,62,0
0.005826,1,71,85,1
0.006200,1,71,214,1
0.006298,1,66,155,1
0.006385,1,137,182,1
0.006398,1,112,199,1
0.006398,1,111,199,1
0.006733,1,148,206,1
0.007485,1,187,197,0
0.007621,1,121,92,0
0.007954,1,162,189,1
0.007954,1,158,189,0
0.008242,1,70,196,1
0.008262,1,133,155,1
0.008452,1,74,69,1
0.009568,1,83,138,0
0.010091,1,68,164,1
0.010927,1,80,127,0
0.011214,1,192,188,0
0.011516,1,82,139,0
0.011541,1,114,95,0
0.011550,1,176,133,0
0.012198,1,178,115,1
0.012684,1,133,178,1
0.012994,1,177,139,1
0.013324,1,108,121,1
0.013324,1,67,121,1
0.013572,1,189,123,0
0.013818,1,69,163,1
0.014017,1,132,97,1
0.014291,1,162,145,1
0.014291,1,176,133,1
0.014458,1,134,112,1
0.015447,1,70,85,1
0.015756,1,134,96,1
0.015756,1,116,96,0
0.015919,1,138,111,1
0.016438,1,69,107,1
0.017682,1,133,91,1
0.018072,1,83,140,0
0.018178,1,70,168,1
0.018232,1,189,100,0
0.018590,1,71,68,1
0.018610,1,109,113,1
0.018610,1,96,113,1
0.018611,1,96,113,0
0.019812,1,67,94,1
0.019812,1,69,94,1
0.019916,1,108,196,0
0.020625,1,165,153,1
0.020868,1,137,183,1
0.021033,1,192,192,1
0.021180,1,186,112,0
0.021592,1,156,153,1
0.022055,1,163,188,1
0.022207,1,136,89,1
0.022961,1,135,95,1
0.022962,1,70,95,1
0.022963,1,175,134,1
0.023129,1,69,89,1
0.023129,1,182,89,0
0.023516,1,72,213,1
0.023517,1,121,213,0
0.023726,1,138,171,1
0.024038,1,158,188,0
0.024128,1,71,93,1
0.024622,1,150,217,1
0.024622,1,84,217,1
0.024797,1,185,90,1
0.025069,1,181,196,0
0.025223,1,145,184,1
0.025818,1,150,206,0
0.026787,1,143,185,1
0.028826,1,135,200,1
0.029126,1,137,199,1
0.029168,1,5,3,1
0.029629,1,108,182,1
0.029719,1,154,63,1
0.029720,1,154,63,0
0.030001,1,6,3,1
0.030001,1,302,3,1
0.031869,1,182,57,1
0.032050,1,105,100,0
0.032238,1,116,221,1
0.033560,1,105,114,1
0.034486,1,128,216,1
0.035232,1,191,152,1
0.036158,1,7,168,1
0.037441,1,43,140,0
0.038073,1,73,218,1
0.038101,1,4,12,0
0.038369,1,176,125,1
0.038713,1,144,183,1
0.039746,1,288,228,0
0.041330,1,136,88,1
0.041338,1,279,158,1
0.042502,1,132,95,1
0.043347,1,74,213,1
0.044228,1,83,139,1
0.044419,1,109,94,1
0.044419,1,114,94,0
0.044657,1,137,87,1
0.044916,1,68,103,1
0.044917,1,69,103,1
0.044917,1,118,103,0
0.045002,1,134,181,1
0.045298,1,108,196,1
0.045513,1,178,219,1
0.046024,1,69,164,1
0.046025,1,71,94,1
0.047174,1,181,196,1
0.047483,1,115,96,0
0.047912,1,66,99,1
0.048232,1,117,102,0
0.049594,1,137,215,1
0.050719,1,155,183,1
0.050951,1,174,114,1
0.051661,1,288,228,1
0.051902,1,87,38,0
0.051988,1,70,67,1
0.051988,1,83,67,0
0.055977,1,299,220,0
0.056233,1,172,193,0
0.056562,1,171,141,1
0.056897,1,133,181,1
0.058049,1,121,202,1
0.058050,1,121,202,0
0.058343,1,149,186,0
0.058729,1,71,190,1
0.059050,1,81,128,0
0.060756,1,121,212,0
0.060756,1,169,212,1
0.061295,1,151,207,0
0.061699,1,75,213,1
0.061912,1,143,143,0
0.061920,1,10,52,0
0.061920,1,11,52,0
0.062710,1,3,15,0
0.062806,1,135,87,1
0.062860,1,278,157,1
0.062920,1,176,139,1
0.062920,1,121,212,1
0.063296,1,179,124,1
0.065498,1,71,92,1
0.066242,1,200,185,1
0.066242,1,142,185,1
0.066519,1,151,207,1
0.067173,1,112,92,1
0.068648,1,135,96,1
0.069443,1,4,5,1
0.070403,1,82,139,0
0.070403,1,164,139,1
0.071635,1,120,129,1
0.073106,1,178,120,1
0.074593,1,145,183,0
0.076115,1,142,157,0
0.076115,1,82,139,1
0.076502,1,122,202,1
0.077999,1,298,74,0
0.078112,1,153,152,1
0.078734,1,145,183,1
0.079080,1,67,141,1
0.079134,1,71,173,1
0.079134,1,185,173,0
0.079456,1,105,110,1
0.080932,1,175,193,0
0.082273,1,170,61,0
0.082590,1,166,65,1
0.084452,1,297,73,0
0.084459,1,69,171,1
0.085242,1,102,57,0
0.085328,1,117,196,1
0.085339,1,121,214,1
0.090359,1,64,128,1
0.090359,1,177,128,1
0.090629,1,72,141,1
0.090672,1,111,145,0
0.091152,1,296,197,1
0.094160,1,161,151,1
0.095986,1,133,169,1
0.097102,1,71,75,1
0.097298,1,278,17,0
0.098596,1,185,173,1
0.099397,1,139,170,1
0.099773,1,70,77,1
0.103435,1,12,52,0
0.103512,1,157,146,1
0.106686,1,296,197,0
0.108855,1,179,119,1
0.109328,1,2,15,0
0.111473,1,117,153,1
0.111691,1,72,76,1
0.111724,1,4,16,0
