0.000000,0,240,25,0
0.000087,0,228,24,0
0.000126,0,93,27,0
0.000133,0,118,30,1
0.000197,0,230,32,1
0.000326,0,7,14,1
0.000326,0,0,14,1
0.000326,0,9,14,1
0.000327,0,8,14,1
0.000327,0,11,14,0
0.000327,0,15,14,1
0.000327,0,16,14,1
0.000328,0,9,14,0
0.000328,0,16,14,0
0.000328,0,15,14,0
0.000341,0,289,28,1
0.000358,0,235,24,0
0.000367,0,7,16,0
0.000473,0,241,32,1
0.000474,0,84,31,1
0.000707,0,6,42,1
0.000714,0,220,27,0
0.000734,0,88,26,0
0.000855,0,10,17,1
0.000865,0,99,32,1
0.000866,0,90,32,0
0.000866,0,92,32,1
0.000896,0,293,28,1
0.000903,0,290,24,0
0.000903,0,225,24,0
0.000904,0,230,24,0
0.001015,0,234,33,1
0.001054,0,88,32,1
0.001313,0,6,18,1
0.001313,0,7,18,1
0.001313,0,8,18,1
0.001315,0,20,9,0
0.001331,0,227,32,1
0.001337,0,104,25,0
0.001339,0,220,25,0
0.001368,0,235,33,1
0.001419,0,220,30,1
0.001427,0,277,42,0
0.001450,0,108,32,1
0.001571,0,100,33,1
0.001571,0,107,33,1
0.001582,0,89,32,1
0.001595,0,91,26,0
0.001735,0,111,32,1
0.001902,0,32,7,1
0.002000,0,302,25,0
0.002007,0,114,26,0
0.002025,0,301,30,1
0.002076,0,219,30,1
0.002089,0,4,16,1
0.002198,0,92,33,1
0.002199,0,97,33,1
0.002200,0,97,33,0
0.002200,0,114,32,1
0.002200,0,107,32,1
0.002201,0,107,32,0
0.002216,0,229,24,0
0.002217,0,111,26,0
0.002217,0,110,25,0
0.002294,0,106,33,1
0.002295,0,90,33,0
0.002298,0,99,33,1
0.002299,0,110,31,1
0.002299,0,110,31,0
0.002372,0,249,29,1
0.002532,0,98,25,0
0.002532,0,96,25,0
0.002687,0,2,13,1
0.002688,0,16,13,1
0.002688,0,7,13,0
0.002688,0,2,13,0
0.003082,0,238,25,0
0.003147,0,89,32,1
0.003147,0,98,32,1
0.003222,0,97,25,0
0.003222,0,105,25,0
0.003225,0,228,25,0
0.003304,0,10,12,1
